Query Number,Time,SQLStatement
1740, 0.00130925, SELECT itemID FROM dataminingdb.itemsets WHERE transId=870, 

1742, 0.0013455, SELECT itemID FROM dataminingdb.itemsets WHERE transId=871, 

1744, 0.001295, SELECT itemID FROM dataminingdb.itemsets WHERE transId=872, 

1746, 0.00128875, SELECT itemID FROM dataminingdb.itemsets WHERE transId=873, 

1748, 0.0013885, SELECT itemID FROM dataminingdb.itemsets WHERE transId=874, 

1750, 0.00129525, SELECT itemID FROM dataminingdb.itemsets WHERE transId=875, 

1738, 0.001298, SELECT itemID FROM dataminingdb.itemsets WHERE transId=869, 

1740, 0.00130925, SELECT itemID FROM dataminingdb.itemsets WHERE transId=870, 

1742, 0.0013455, SELECT itemID FROM dataminingdb.itemsets WHERE transId=871, 

1744, 0.001295, SELECT itemID FROM dataminingdb.itemsets WHERE transId=872, 

1746, 0.00128875, SELECT itemID FROM dataminingdb.itemsets WHERE transId=873, 

1748, 0.0013885, SELECT itemID FROM dataminingdb.itemsets WHERE transId=874, 

1750, 0.00129525, SELECT itemID FROM dataminingdb.itemsets WHERE transId=875, 

1752, 0.00129475, SELECT itemID FROM dataminingdb.itemsets WHERE transId=876, 

1740, 0.00130925, SELECT itemID FROM dataminingdb.itemsets WHERE transId=870, 

1742, 0.0013455, SELECT itemID FROM dataminingdb.itemsets WHERE transId=871, 

1744, 0.001295, SELECT itemID FROM dataminingdb.itemsets WHERE transId=872, 

1746, 0.00128875, SELECT itemID FROM dataminingdb.itemsets WHERE transId=873, 

1748, 0.0013885, SELECT itemID FROM dataminingdb.itemsets WHERE transId=874, 

1750, 0.00129525, SELECT itemID FROM dataminingdb.itemsets WHERE transId=875, 

1752, 0.00129475, SELECT itemID FROM dataminingdb.itemsets WHERE transId=876, 

1754, 0.001331, SELECT itemID FROM dataminingdb.itemsets WHERE transId=877, 

1742, 0.0013455, SELECT itemID FROM dataminingdb.itemsets WHERE transId=871, 

1744, 0.001295, SELECT itemID FROM dataminingdb.itemsets WHERE transId=872, 

1746, 0.00128875, SELECT itemID FROM dataminingdb.itemsets WHERE transId=873, 

1748, 0.0013885, SELECT itemID FROM dataminingdb.itemsets WHERE transId=874, 

1750, 0.00129525, SELECT itemID FROM dataminingdb.itemsets WHERE transId=875, 

1752, 0.00129475, SELECT itemID FROM dataminingdb.itemsets WHERE transId=876, 

1754, 0.001331, SELECT itemID FROM dataminingdb.itemsets WHERE transId=877, 

1756, 0.00135775, SELECT itemID FROM dataminingdb.itemsets WHERE transId=878, 

1744, 0.001295, SELECT itemID FROM dataminingdb.itemsets WHERE transId=872, 

1746, 0.00128875, SELECT itemID FROM dataminingdb.itemsets WHERE transId=873, 

1748, 0.0013885, SELECT itemID FROM dataminingdb.itemsets WHERE transId=874, 

1750, 0.00129525, SELECT itemID FROM dataminingdb.itemsets WHERE transId=875, 

1752, 0.00129475, SELECT itemID FROM dataminingdb.itemsets WHERE transId=876, 

1754, 0.001331, SELECT itemID FROM dataminingdb.itemsets WHERE transId=877, 

1756, 0.00135775, SELECT itemID FROM dataminingdb.itemsets WHERE transId=878, 

1758, 0.0013025, SELECT itemID FROM dataminingdb.itemsets WHERE transId=879, 

1746, 0.00128875, SELECT itemID FROM dataminingdb.itemsets WHERE transId=873, 

1748, 0.0013885, SELECT itemID FROM dataminingdb.itemsets WHERE transId=874, 

1750, 0.00129525, SELECT itemID FROM dataminingdb.itemsets WHERE transId=875, 

1752, 0.00129475, SELECT itemID FROM dataminingdb.itemsets WHERE transId=876, 

1754, 0.001331, SELECT itemID FROM dataminingdb.itemsets WHERE transId=877, 

1756, 0.00135775, SELECT itemID FROM dataminingdb.itemsets WHERE transId=878, 

1758, 0.0013025, SELECT itemID FROM dataminingdb.itemsets WHERE transId=879, 

1760, 0.0014315, SELECT itemID FROM dataminingdb.itemsets WHERE transId=880, 

1748, 0.0013885, SELECT itemID FROM dataminingdb.itemsets WHERE transId=874, 

1750, 0.00129525, SELECT itemID FROM dataminingdb.itemsets WHERE transId=875, 

1752, 0.00129475, SELECT itemID FROM dataminingdb.itemsets WHERE transId=876, 

1754, 0.001331, SELECT itemID FROM dataminingdb.itemsets WHERE transId=877, 

1756, 0.00135775, SELECT itemID FROM dataminingdb.itemsets WHERE transId=878, 

1758, 0.0013025, SELECT itemID FROM dataminingdb.itemsets WHERE transId=879, 

1760, 0.0014315, SELECT itemID FROM dataminingdb.itemsets WHERE transId=880, 

1762, 0.0013615, SELECT itemID FROM dataminingdb.itemsets WHERE transId=881, 

1750, 0.00129525, SELECT itemID FROM dataminingdb.itemsets WHERE transId=875, 

1752, 0.00129475, SELECT itemID FROM dataminingdb.itemsets WHERE transId=876, 

1754, 0.001331, SELECT itemID FROM dataminingdb.itemsets WHERE transId=877, 

1756, 0.00135775, SELECT itemID FROM dataminingdb.itemsets WHERE transId=878, 

1758, 0.0013025, SELECT itemID FROM dataminingdb.itemsets WHERE transId=879, 

1760, 0.0014315, SELECT itemID FROM dataminingdb.itemsets WHERE transId=880, 

1762, 0.0013615, SELECT itemID FROM dataminingdb.itemsets WHERE transId=881, 

1764, 0.00132375, SELECT itemID FROM dataminingdb.itemsets WHERE transId=882, 

1752, 0.00129475, SELECT itemID FROM dataminingdb.itemsets WHERE transId=876, 

1754, 0.001331, SELECT itemID FROM dataminingdb.itemsets WHERE transId=877, 

1756, 0.00135775, SELECT itemID FROM dataminingdb.itemsets WHERE transId=878, 

1758, 0.0013025, SELECT itemID FROM dataminingdb.itemsets WHERE transId=879, 

1760, 0.0014315, SELECT itemID FROM dataminingdb.itemsets WHERE transId=880, 

1762, 0.0013615, SELECT itemID FROM dataminingdb.itemsets WHERE transId=881, 

1764, 0.00132375, SELECT itemID FROM dataminingdb.itemsets WHERE transId=882, 

1766, 0.00130825, SELECT itemID FROM dataminingdb.itemsets WHERE transId=883, 

1754, 0.001331, SELECT itemID FROM dataminingdb.itemsets WHERE transId=877, 

1756, 0.00135775, SELECT itemID FROM dataminingdb.itemsets WHERE transId=878, 

1758, 0.0013025, SELECT itemID FROM dataminingdb.itemsets WHERE transId=879, 

1760, 0.0014315, SELECT itemID FROM dataminingdb.itemsets WHERE transId=880, 

1762, 0.0013615, SELECT itemID FROM dataminingdb.itemsets WHERE transId=881, 

1764, 0.00132375, SELECT itemID FROM dataminingdb.itemsets WHERE transId=882, 

1766, 0.00130825, SELECT itemID FROM dataminingdb.itemsets WHERE transId=883, 

1768, 0.00130075, SELECT itemID FROM dataminingdb.itemsets WHERE transId=884, 

1756, 0.00135775, SELECT itemID FROM dataminingdb.itemsets WHERE transId=878, 

1758, 0.0013025, SELECT itemID FROM dataminingdb.itemsets WHERE transId=879, 

1760, 0.0014315, SELECT itemID FROM dataminingdb.itemsets WHERE transId=880, 

1762, 0.0013615, SELECT itemID FROM dataminingdb.itemsets WHERE transId=881, 

1764, 0.00132375, SELECT itemID FROM dataminingdb.itemsets WHERE transId=882, 

1766, 0.00130825, SELECT itemID FROM dataminingdb.itemsets WHERE transId=883, 

1768, 0.00130075, SELECT itemID FROM dataminingdb.itemsets WHERE transId=884, 

1770, 0.00130575, SELECT itemID FROM dataminingdb.itemsets WHERE transId=885, 

1758, 0.0013025, SELECT itemID FROM dataminingdb.itemsets WHERE transId=879, 

1760, 0.0014315, SELECT itemID FROM dataminingdb.itemsets WHERE transId=880, 

1762, 0.0013615, SELECT itemID FROM dataminingdb.itemsets WHERE transId=881, 

1764, 0.00132375, SELECT itemID FROM dataminingdb.itemsets WHERE transId=882, 

1766, 0.00130825, SELECT itemID FROM dataminingdb.itemsets WHERE transId=883, 

1768, 0.00130075, SELECT itemID FROM dataminingdb.itemsets WHERE transId=884, 

1770, 0.00130575, SELECT itemID FROM dataminingdb.itemsets WHERE transId=885, 

1772, 0.0013265, SELECT itemID FROM dataminingdb.itemsets WHERE transId=886, 

1760, 0.0014315, SELECT itemID FROM dataminingdb.itemsets WHERE transId=880, 

1762, 0.0013615, SELECT itemID FROM dataminingdb.itemsets WHERE transId=881, 

1764, 0.00132375, SELECT itemID FROM dataminingdb.itemsets WHERE transId=882, 

1766, 0.00130825, SELECT itemID FROM dataminingdb.itemsets WHERE transId=883, 

1768, 0.00130075, SELECT itemID FROM dataminingdb.itemsets WHERE transId=884, 

1770, 0.00130575, SELECT itemID FROM dataminingdb.itemsets WHERE transId=885, 

1772, 0.0013265, SELECT itemID FROM dataminingdb.itemsets WHERE transId=886, 

1774, 0.00131175, SELECT itemID FROM dataminingdb.itemsets WHERE transId=887, 

1762, 0.0013615, SELECT itemID FROM dataminingdb.itemsets WHERE transId=881, 

1764, 0.00132375, SELECT itemID FROM dataminingdb.itemsets WHERE transId=882, 

1766, 0.00130825, SELECT itemID FROM dataminingdb.itemsets WHERE transId=883, 

1768, 0.00130075, SELECT itemID FROM dataminingdb.itemsets WHERE transId=884, 

1770, 0.00130575, SELECT itemID FROM dataminingdb.itemsets WHERE transId=885, 

1772, 0.0013265, SELECT itemID FROM dataminingdb.itemsets WHERE transId=886, 

1774, 0.00131175, SELECT itemID FROM dataminingdb.itemsets WHERE transId=887, 

1776, 0.0012955, SELECT itemID FROM dataminingdb.itemsets WHERE transId=888, 

1764, 0.00132375, SELECT itemID FROM dataminingdb.itemsets WHERE transId=882, 

1766, 0.00130825, SELECT itemID FROM dataminingdb.itemsets WHERE transId=883, 

1768, 0.00130075, SELECT itemID FROM dataminingdb.itemsets WHERE transId=884, 

1770, 0.00130575, SELECT itemID FROM dataminingdb.itemsets WHERE transId=885, 

1772, 0.0013265, SELECT itemID FROM dataminingdb.itemsets WHERE transId=886, 

1774, 0.00131175, SELECT itemID FROM dataminingdb.itemsets WHERE transId=887, 

1776, 0.0012955, SELECT itemID FROM dataminingdb.itemsets WHERE transId=888, 

1778, 0.00131525, SELECT itemID FROM dataminingdb.itemsets WHERE transId=889, 

1766, 0.00130825, SELECT itemID FROM dataminingdb.itemsets WHERE transId=883, 

1768, 0.00130075, SELECT itemID FROM dataminingdb.itemsets WHERE transId=884, 

1770, 0.00130575, SELECT itemID FROM dataminingdb.itemsets WHERE transId=885, 

1772, 0.0013265, SELECT itemID FROM dataminingdb.itemsets WHERE transId=886, 

1774, 0.00131175, SELECT itemID FROM dataminingdb.itemsets WHERE transId=887, 

1776, 0.0012955, SELECT itemID FROM dataminingdb.itemsets WHERE transId=888, 

1778, 0.00131525, SELECT itemID FROM dataminingdb.itemsets WHERE transId=889, 

1780, 0.001295, SELECT itemID FROM dataminingdb.itemsets WHERE transId=890, 

1768, 0.00130075, SELECT itemID FROM dataminingdb.itemsets WHERE transId=884, 

1770, 0.00130575, SELECT itemID FROM dataminingdb.itemsets WHERE transId=885, 

1772, 0.0013265, SELECT itemID FROM dataminingdb.itemsets WHERE transId=886, 

1774, 0.00131175, SELECT itemID FROM dataminingdb.itemsets WHERE transId=887, 

1776, 0.0012955, SELECT itemID FROM dataminingdb.itemsets WHERE transId=888, 

1778, 0.00131525, SELECT itemID FROM dataminingdb.itemsets WHERE transId=889, 

1780, 0.001295, SELECT itemID FROM dataminingdb.itemsets WHERE transId=890, 

1782, 0.0012995, SELECT itemID FROM dataminingdb.itemsets WHERE transId=891, 

1770, 0.00130575, SELECT itemID FROM dataminingdb.itemsets WHERE transId=885, 

1772, 0.0013265, SELECT itemID FROM dataminingdb.itemsets WHERE transId=886, 

1774, 0.00131175, SELECT itemID FROM dataminingdb.itemsets WHERE transId=887, 

1776, 0.0012955, SELECT itemID FROM dataminingdb.itemsets WHERE transId=888, 

1778, 0.00131525, SELECT itemID FROM dataminingdb.itemsets WHERE transId=889, 

1780, 0.001295, SELECT itemID FROM dataminingdb.itemsets WHERE transId=890, 

1782, 0.0012995, SELECT itemID FROM dataminingdb.itemsets WHERE transId=891, 

1784, 0.00129875, SELECT itemID FROM dataminingdb.itemsets WHERE transId=892, 

1772, 0.0013265, SELECT itemID FROM dataminingdb.itemsets WHERE transId=886, 

1774, 0.00131175, SELECT itemID FROM dataminingdb.itemsets WHERE transId=887, 

1776, 0.0012955, SELECT itemID FROM dataminingdb.itemsets WHERE transId=888, 

1778, 0.00131525, SELECT itemID FROM dataminingdb.itemsets WHERE transId=889, 

1780, 0.001295, SELECT itemID FROM dataminingdb.itemsets WHERE transId=890, 

1782, 0.0012995, SELECT itemID FROM dataminingdb.itemsets WHERE transId=891, 

1784, 0.00129875, SELECT itemID FROM dataminingdb.itemsets WHERE transId=892, 

1786, 0.00129775, SELECT itemID FROM dataminingdb.itemsets WHERE transId=893, 

1774, 0.00131175, SELECT itemID FROM dataminingdb.itemsets WHERE transId=887, 

1776, 0.0012955, SELECT itemID FROM dataminingdb.itemsets WHERE transId=888, 

1778, 0.00131525, SELECT itemID FROM dataminingdb.itemsets WHERE transId=889, 

1780, 0.001295, SELECT itemID FROM dataminingdb.itemsets WHERE transId=890, 

1782, 0.0012995, SELECT itemID FROM dataminingdb.itemsets WHERE transId=891, 

1784, 0.00129875, SELECT itemID FROM dataminingdb.itemsets WHERE transId=892, 

1786, 0.00129775, SELECT itemID FROM dataminingdb.itemsets WHERE transId=893, 

1788, 0.00128825, SELECT itemID FROM dataminingdb.itemsets WHERE transId=894, 

1776, 0.0012955, SELECT itemID FROM dataminingdb.itemsets WHERE transId=888, 

1778, 0.00131525, SELECT itemID FROM dataminingdb.itemsets WHERE transId=889, 

1780, 0.001295, SELECT itemID FROM dataminingdb.itemsets WHERE transId=890, 

1782, 0.0012995, SELECT itemID FROM dataminingdb.itemsets WHERE transId=891, 

1784, 0.00129875, SELECT itemID FROM dataminingdb.itemsets WHERE transId=892, 

1786, 0.00129775, SELECT itemID FROM dataminingdb.itemsets WHERE transId=893, 

1788, 0.00128825, SELECT itemID FROM dataminingdb.itemsets WHERE transId=894, 

1790, 0.001286, SELECT itemID FROM dataminingdb.itemsets WHERE transId=895, 

1778, 0.00131525, SELECT itemID FROM dataminingdb.itemsets WHERE transId=889, 

1780, 0.001295, SELECT itemID FROM dataminingdb.itemsets WHERE transId=890, 

1782, 0.0012995, SELECT itemID FROM dataminingdb.itemsets WHERE transId=891, 

1784, 0.00129875, SELECT itemID FROM dataminingdb.itemsets WHERE transId=892, 

1786, 0.00129775, SELECT itemID FROM dataminingdb.itemsets WHERE transId=893, 

1788, 0.00128825, SELECT itemID FROM dataminingdb.itemsets WHERE transId=894, 

1790, 0.001286, SELECT itemID FROM dataminingdb.itemsets WHERE transId=895, 

1792, 0.00128325, SELECT itemID FROM dataminingdb.itemsets WHERE transId=896, 

1780, 0.001295, SELECT itemID FROM dataminingdb.itemsets WHERE transId=890, 

1782, 0.0012995, SELECT itemID FROM dataminingdb.itemsets WHERE transId=891, 

1784, 0.00129875, SELECT itemID FROM dataminingdb.itemsets WHERE transId=892, 

1786, 0.00129775, SELECT itemID FROM dataminingdb.itemsets WHERE transId=893, 

1788, 0.00128825, SELECT itemID FROM dataminingdb.itemsets WHERE transId=894, 

1790, 0.001286, SELECT itemID FROM dataminingdb.itemsets WHERE transId=895, 

1792, 0.00128325, SELECT itemID FROM dataminingdb.itemsets WHERE transId=896, 

1794, 0.0013065, SELECT itemID FROM dataminingdb.itemsets WHERE transId=897, 

1782, 0.0012995, SELECT itemID FROM dataminingdb.itemsets WHERE transId=891, 

1784, 0.00129875, SELECT itemID FROM dataminingdb.itemsets WHERE transId=892, 

1786, 0.00129775, SELECT itemID FROM dataminingdb.itemsets WHERE transId=893, 

1788, 0.00128825, SELECT itemID FROM dataminingdb.itemsets WHERE transId=894, 

1790, 0.001286, SELECT itemID FROM dataminingdb.itemsets WHERE transId=895, 

1792, 0.00128325, SELECT itemID FROM dataminingdb.itemsets WHERE transId=896, 

1794, 0.0013065, SELECT itemID FROM dataminingdb.itemsets WHERE transId=897, 

1796, 0.001322, SELECT itemID FROM dataminingdb.itemsets WHERE transId=898, 

1784, 0.00129875, SELECT itemID FROM dataminingdb.itemsets WHERE transId=892, 

1786, 0.00129775, SELECT itemID FROM dataminingdb.itemsets WHERE transId=893, 

1788, 0.00128825, SELECT itemID FROM dataminingdb.itemsets WHERE transId=894, 

1790, 0.001286, SELECT itemID FROM dataminingdb.itemsets WHERE transId=895, 

1792, 0.00128325, SELECT itemID FROM dataminingdb.itemsets WHERE transId=896, 

1794, 0.0013065, SELECT itemID FROM dataminingdb.itemsets WHERE transId=897, 

1796, 0.001322, SELECT itemID FROM dataminingdb.itemsets WHERE transId=898, 

1798, 0.00131525, SELECT itemID FROM dataminingdb.itemsets WHERE transId=899, 

1786, 0.00129775, SELECT itemID FROM dataminingdb.itemsets WHERE transId=893, 

1788, 0.00128825, SELECT itemID FROM dataminingdb.itemsets WHERE transId=894, 

1790, 0.001286, SELECT itemID FROM dataminingdb.itemsets WHERE transId=895, 

1792, 0.00128325, SELECT itemID FROM dataminingdb.itemsets WHERE transId=896, 

1794, 0.0013065, SELECT itemID FROM dataminingdb.itemsets WHERE transId=897, 

1796, 0.001322, SELECT itemID FROM dataminingdb.itemsets WHERE transId=898, 

1798, 0.00131525, SELECT itemID FROM dataminingdb.itemsets WHERE transId=899, 

1800, 0.001302, SELECT itemID FROM dataminingdb.itemsets WHERE transId=900, 

1788, 0.00128825, SELECT itemID FROM dataminingdb.itemsets WHERE transId=894, 

1790, 0.001286, SELECT itemID FROM dataminingdb.itemsets WHERE transId=895, 

1792, 0.00128325, SELECT itemID FROM dataminingdb.itemsets WHERE transId=896, 

1794, 0.0013065, SELECT itemID FROM dataminingdb.itemsets WHERE transId=897, 

1796, 0.001322, SELECT itemID FROM dataminingdb.itemsets WHERE transId=898, 

1798, 0.00131525, SELECT itemID FROM dataminingdb.itemsets WHERE transId=899, 

1800, 0.001302, SELECT itemID FROM dataminingdb.itemsets WHERE transId=900, 

1802, 0.00128875, SELECT itemID FROM dataminingdb.itemsets WHERE transId=901, 

1790, 0.001286, SELECT itemID FROM dataminingdb.itemsets WHERE transId=895, 

1792, 0.00128325, SELECT itemID FROM dataminingdb.itemsets WHERE transId=896, 

1794, 0.0013065, SELECT itemID FROM dataminingdb.itemsets WHERE transId=897, 

1796, 0.001322, SELECT itemID FROM dataminingdb.itemsets WHERE transId=898, 

1798, 0.00131525, SELECT itemID FROM dataminingdb.itemsets WHERE transId=899, 

1800, 0.001302, SELECT itemID FROM dataminingdb.itemsets WHERE transId=900, 

1802, 0.00128875, SELECT itemID FROM dataminingdb.itemsets WHERE transId=901, 

1804, 0.00132875, SELECT itemID FROM dataminingdb.itemsets WHERE transId=902, 

1792, 0.00128325, SELECT itemID FROM dataminingdb.itemsets WHERE transId=896, 

1794, 0.0013065, SELECT itemID FROM dataminingdb.itemsets WHERE transId=897, 

1796, 0.001322, SELECT itemID FROM dataminingdb.itemsets WHERE transId=898, 

1798, 0.00131525, SELECT itemID FROM dataminingdb.itemsets WHERE transId=899, 

1800, 0.001302, SELECT itemID FROM dataminingdb.itemsets WHERE transId=900, 

1802, 0.00128875, SELECT itemID FROM dataminingdb.itemsets WHERE transId=901, 

1804, 0.00132875, SELECT itemID FROM dataminingdb.itemsets WHERE transId=902, 

1806, 0.001294, SELECT itemID FROM dataminingdb.itemsets WHERE transId=903, 

1794, 0.0013065, SELECT itemID FROM dataminingdb.itemsets WHERE transId=897, 

1796, 0.001322, SELECT itemID FROM dataminingdb.itemsets WHERE transId=898, 

1798, 0.00131525, SELECT itemID FROM dataminingdb.itemsets WHERE transId=899, 

1800, 0.001302, SELECT itemID FROM dataminingdb.itemsets WHERE transId=900, 

1802, 0.00128875, SELECT itemID FROM dataminingdb.itemsets WHERE transId=901, 

1804, 0.00132875, SELECT itemID FROM dataminingdb.itemsets WHERE transId=902, 

1806, 0.001294, SELECT itemID FROM dataminingdb.itemsets WHERE transId=903, 

1808, 0.001306, SELECT itemID FROM dataminingdb.itemsets WHERE transId=904, 

1796, 0.001322, SELECT itemID FROM dataminingdb.itemsets WHERE transId=898, 

1798, 0.00131525, SELECT itemID FROM dataminingdb.itemsets WHERE transId=899, 

1800, 0.001302, SELECT itemID FROM dataminingdb.itemsets WHERE transId=900, 

1802, 0.00128875, SELECT itemID FROM dataminingdb.itemsets WHERE transId=901, 
